t,x,y,z,tx1,tx2,tx3,tx4,tx5,tx6,tx7,tx8,tx9,tx10,tx11,tx12,tx13,tx14,tx15,tx16,tx17,tx18,tx19,tx20,tx21,tx22,tx23,tx24,tx25
1667897806960.0,15.25,-682.65,93.59,-70.0,-78.0,-60.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0
1667897807088.0,42.63,-680.5,97.91,-67.0,-70.0,-255.0,-255.0,-75.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-66.0,-255.0,-255.0
1667897807203.0,73.98,-677.13,101.4,-61.0,-255.0,-59.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-76.0
1667897807319.0,97.07,-675.35,101.42,-63.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-60.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0
1667897807439.0,108.66,-676.66,100.39,-60.0,-67.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-67.0,-255.0,-57.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0
1667897807561.0,114.98,-678.76,99.63,-49.0,-60.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0
1667897807680.0,124.15,-683.15,97.49,-73.0,-68.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-80.0
1667897807796.0,143.03,-685.28,93.72,-77.0,-255.0,-255.0,-75.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0
1667897807915.0,167.14,-683.73,94.82,-58.0,-67.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-71.0,-255.0
1667897808028.0,196.13,-678.88,100.56,-66.0,-255.0,-57.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-60.0
1667897808145.0,224.62,-673.92,102.45,-61.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0
1667897808262.0,240.6,-673.74,101.04,-61.0,-65.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-78.0,-255.0
1667897808380.0,245.91,-676.95,98.43,-71.0,-255.0,-56.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-77.0,-255.0
1667897808497.0,251.03,-679.46,98.26,-66.0,-255.0,-54.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-58.0,-255.0,-66.0,-255.0,-255.0,-255.0,-78.0
1667897808616.0,264.19,-680.95,96.05,-79.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-65.0,-255.0,-255.0
1667897808733.0,283.44,-682.63,93.38,-82.0,-79.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-41.0,-255.0,-255.0,-255.0,-82.0,-255.0
1667897808849.0,309.21,-680.93,96.13,-60.0,-255.0,-59.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-65.0,-54.0,-255.0,-255.0
1667897808965.0,337.0,-675.38,100.43,-73.0,-62.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-67.0,-255.0
1667897809078.0,364.48,-668.87,102.03,-74.0,-255.0,-255.0,-66.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-46.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0
1667897809194.0,379.14,-666.94,100.83,-68.0,-65.0,-255.0,-53.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-72.0,-255.0,-255.0
1667897809313.0,387.57,-668.81,99.9,-74.0,-255.0,-54.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-62.0
1667897809430.0,395.19,-671.59,99.25,-83.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0
1667897809548.0,408.57,-672.93,95.09,-82.0,-81.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-61.0,-255.0,-255.0,-53.0,-255.0,-255.0
1667897809668.0,426.46,-671.74,93.14,-79.0,-255.0,-59.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-61.0,-62.0,-255.0,-255.0,-255.0
1667897809794.0,452.64,-665.27,96.91,-81.0,-72.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-69.0,-255.0
1667897809911.0,482.61,-656.16,101.15,-68.0,-255.0,-255.0,-80.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0
1667897810030.0,507.94,-648.93,101.63,-57.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-41.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0
1667897810146.0,520.9,-646.98,100.67,-60.0,-66.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-65.0,-255.0
1667897810262.0,527.02,-647.41,99.52,-76.0,-255.0,-255.0,-80.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-62.0
1667897810381.0,535.84,-649.35,98.39,-82.0,-255.0,-255.0,-75.0,-255.0,-255.0,-85.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-49.0,-255.0,-255.0,-80.0
1667897810500.0,554.14,-648.37,94.7,-84.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-85.0,-255.0,-255.0,-255.0,-46.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0
1667897810616.0,576.22,-642.09,93.99,-84.0,-75.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-62.0,-65.0,-255.0,-255.0,-77.0
1667897810733.0,604.19,-630.34,99.47,-70.0,-255.0,-73.0,-255.0,-255.0,-255.0,-85.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-48.0,-255.0,-255.0,-63.0
1667897810852.0,630.61,-617.4,102.1,-52.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-59.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0
1667897810970.0,649.72,-609.46,101.65,-62.0,-61.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-71.0,-255.0,-255.0
1667897811086.0,656.58,-609.74,98.54,-67.0,-64.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-83.0,-81.0,-255.0,-82.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-54.0,-255.0
1667897811206.0,664.56,-609.27,98.47,-58.0,-255.0,-68.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-51.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-72.0
1667897811322.0,675.18,-607.28,96.64,-79.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-81.0,-66.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-47.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0
1667897811452.0,695.75,-600.66,93.63,-79.0,-255.0,-74.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-78.0
1667897811567.0,719.69,-588.49,95.59,-52.0,-78.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-72.0
1667897811695.0,744.33,-569.1,100.0,-66.0,-255.0,-70.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-54.0,-255.0,-255.0,-66.0,-255.0
1667897811817.0,767.56,-545.46,102.0,-63.0,-255.0,-69.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0
1667897811930.0,778.84,-533.38,100.77,-66.0,-66.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-56.0,-255.0,-255.0,-59.0,-255.0,-255.0
1667897812048.0,787.32,-527.52,99.89,-54.0,-51.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-69.0,-255.0,-255.0
1667897812167.0,796.44,-521.99,99.22,-57.0,-255.0,-75.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-52.0,-255.0,-255.0,-255.0,-71.0
1667897812281.0,808.15,-511.37,95.0,-71.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-86.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0
1667897812399.0,820.22,-494.62,93.14,-52.0,-70.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-78.0,-255.0
1667897812517.0,830.64,-468.27,96.83,-67.0,-255.0,-73.0,-255.0,-255.0,-73.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-48.0,-255.0,-255.0,-255.0,-65.0
1667897812636.0,838.57,-436.02,100.98,-63.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0
1667897812755.0,843.01,-407.05,101.68,-69.0,-40.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-69.0,-255.0
1667897812870.0,845.46,-391.65,100.77,-68.0,-255.0,-69.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-44.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-65.0
1667897812988.0,847.62,-383.98,99.49,-57.0,-255.0,-255.0,-58.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-35.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0
1667897813106.0,852.06,-375.17,98.61,-62.0,-61.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-78.0,-255.0,-63.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0
1667897813226.0,856.26,-356.41,94.99,-59.0,-64.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-76.0,-75.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-65.0
1667897813341.0,855.44,-332.71,93.84,-68.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-61.0,-255.0
1667897813457.0,849.66,-302.53,99.07,-59.0,-255.0,-71.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-68.0
1667897813572.0,841.71,-274.81,101.98,-61.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0
1667897813690.0,836.23,-252.86,101.85,-63.0,-62.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-46.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-69.0,-255.0
1667897813808.0,837.29,-245.37,98.66,-64.0,-255.0,-69.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-64.0
1667897813926.0,838.22,-237.39,98.48,-64.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-68.0,-255.0
1667897814040.0,838.59,-228.35,96.94,-65.0,-255.0,-70.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0
1667897814156.0,836.71,-210.23,93.87,-63.0,-66.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0
1667897814277.0,831.56,-187.35,94.37,-45.0,-63.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-67.0,-255.0
1667897814391.0,820.34,-160.68,99.24,-54.0,-255.0,-71.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-50.0,-255.0,-255.0,-67.0
1667897814508.0,806.63,-133.49,101.88,-40.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897814624.0,797.67,-115.45,101.52,-47.0,-62.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-67.0,-255.0
1667897814742.0,795.94,-105.16,100.04,-62.0,-255.0,-72.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-47.0,-255.0,-255.0,-67.0
1667897814858.0,797.41,-98.81,99.72,-65.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897814974.0,796.5,-87.52,96.23,-62.0,-53.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0
1667897815089.0,792.09,-72.28,93.39,-60.0,-58.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-67.0,-255.0
1667897815203.0,782.17,-52.2,95.15,-62.0,-255.0,-73.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0
1667897815317.0,768.27,-28.73,99.69,-61.0,-255.0,-72.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-66.0
1667897815432.0,753.73,-3.75,101.57,-61.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-44.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0
1667897815576.0,744.54,13.71,101.1,-59.0,-63.0,-74.0,-64.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0
1667897815688.0,741.24,25.01,99.82,-43.0,-65.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-66.0,-255.0
1667897815803.0,742.48,30.2,99.42,-60.0,-255.0,-71.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0
1667897815919.0,741.08,43.14,96.17,-60.0,-64.0,-255.0,-255.0,-66.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-60.0,-255.0,-255.0
1667897816034.0,734.16,61.57,93.37,-60.0,-255.0,-76.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-58.0
1667897816150.0,722.16,84.88,96.83,-59.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-59.0,-255.0,-255.0
1667897816264.0,710.04,107.43,101.42,-59.0,-255.0,-75.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-65.0
1667897816378.0,700.27,130.27,102.24,-58.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-65.0,-255.0
1667897816494.0,700.21,141.27,100.04,-58.0,-255.0,-77.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-46.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-64.0
1667897816612.0,705.65,131.86,98.41,-59.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0
1667897816726.0,710.24,134.66,96.71,-62.0,-255.0,-71.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-65.0
1667897816839.0,711.45,141.48,94.5,-65.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0
1667897816956.0,709.85,161.87,94.28,-56.0,-70.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-64.0
1667897817071.0,705.46,174.9,99.07,-59.0,-255.0,-255.0,-62.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0
1667897817188.0,703.05,187.43,98.08,-61.0,-71.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-64.0
1667897817302.0,699.32,208.58,99.23,-57.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-77.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0
1667897817419.0,698.57,208.56,99.67,-57.0,-69.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-64.0
1667897817533.0,702.17,210.57,97.91,-57.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0
1667897817650.0,704.72,216.74,97.8,-56.0,-71.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-85.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-64.0
1667897817764.0,706.29,216.33,93.97,-56.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0
1667897817878.0,703.5,235.18,94.44,-58.0,-72.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-77.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-58.0,-255.0,-255.0
1667897818000.0,700.22,252.13,97.48,-56.0,-73.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-63.0
